Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 2 2010,Minnesota,86,Iowa,74,,
Sat Jan 2 2010,Michigan State,91,Northwestern,70,,
Sun Jan 3 2010,Ohio State,64,Michigan,73,,
Sun Jan 3 2010,Wisconsin,63,Penn State,46,,
Tue Jan 5 2010,Iowa,42,Illinois,59,,
Tue Jan 5 2010,Minnesota,60,Purdue,79,,
Wed Jan 6 2010,Wisconsin,47,Michigan State,54,,
Wed Jan 6 2010,Indiana,54,Ohio State,79,,
Thu Jan 7 2010,Michigan,64,Penn State,55,,
Sat Jan 9 2010,Illinois,66,Indiana,60,,
Sat Jan 9 2010,Michigan State,71,Iowa,53,,
Sat Jan 9 2010,Ohio State,62,Minnesota,73,,
Sat Jan 9 2010,Purdue,66,Wisconsin,73,,
Sun Jan 10 2010,Northwestern,68,Michigan,62,,
Tue Jan 12 2010,Penn State,53,Illinois,54,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 12 2010,Ohio State,70,Purdue,66,,
Wed Jan 13 2010,Minnesota,53,Michigan State,60,,
Wed Jan 13 2010,Wisconsin,60,Northwestern,50,,
Thu Jan 14 2010,Indiana,45,Michigan,69,,
Sat Jan 16 2010,Penn State,64,Iowa,67,,
Sat Jan 16 2010,Illinois,63,Michigan State,73,,
Sat Jan 16 2010,Purdue,64,Northwestern,72,,
Sat Jan 16 2010,Wisconsin,51,Ohio State,60,,
Sun Jan 17 2010,Minnesota,78,Indiana,81,OT,
Tue Jan 19 2010,Purdue,84,Illinois,78,,
Tue Jan 19 2010,Northwestern,56,Ohio State,76,,
Wed Jan 20 2010,Iowa,63,Michigan State,70,,
Wed Jan 20 2010,Michigan,48,Wisconsin,54,,
Thu Jan 21 2010,Indiana,67,Penn State,61,,
Sat Jan 23 2010,Michigan State,65,Minnesota,64,,
Sat Jan 23 2010,Illinois,68,Northwestern,73,,
Sat Jan 23 2010,Michigan,59,Purdue,69,,
Sun Jan 24 2010,Iowa,58,Indiana,43,,
Sun Jan 24 2010,Penn State,71,Wisconsin,79,OT,
Tue Jan 26 2010,Michigan State,57,Michigan,56,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 26 2010,Northwestern,61,Minnesota,65,,
Wed Jan 27 2010,Ohio State,65,Iowa,57,,
Wed Jan 27 2010,Illinois,77,Penn State,67,,
Thu Jan 28 2010,Wisconsin,57,Purdue,60,,
Sat Jan 30 2010,Indiana,70,Illinois,72,,
Sat Jan 30 2010,Iowa,46,Michigan,60,,
Sat Jan 30 2010,Northwestern,70,Michigan State,79,,
Sun Jan 31 2010,Minnesota,63,Ohio State,85,,
Sun Jan 31 2010,Penn State,46,Purdue,66,,
Tue Feb 2 2010,Michigan,52,Northwestern,67,,
Tue Feb 2 2010,Michigan State,49,Wisconsin,67,,
Wed Feb 3 2010,Illinois,57,Iowa,49,,
Wed Feb 3 2010,Penn State,62,Ohio State,75,,
Thu Feb 4 2010,Purdue,78,Indiana,75,,
Sat Feb 6 2010,Michigan State,73,Illinois,78,,
Sat Feb 6 2010,Wisconsin,62,Michigan,44,,
Sat Feb 6 2010,Minnesota,66,Penn State,64,,
Sun Feb 7 2010,Indiana,61,Northwestern,78,,
Sun Feb 7 2010,Iowa,58,Ohio State,68,,
Tue Feb 9 2010,Purdue,76,Michigan State,64,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 9 2010,Illinois,63,Wisconsin,56,,
Wed Feb 10 2010,Ohio State,69,Indiana,52,,
Wed Feb 10 2010,Northwestern,65,Iowa,78,,
Thu Feb 11 2010,Michigan,71,Minnesota,63,,
Sat Feb 13 2010,Michigan State,65,Penn State,54,,
Sat Feb 13 2010,Iowa,40,Purdue,63,,
Sat Feb 13 2010,Indiana,55,Wisconsin,83,,
Sun Feb 14 2010,Ohio State,72,Illinois,53,,
Sun Feb 14 2010,Minnesota,74,Northwestern,77,OT,
Tue Feb 16 2010,Michigan State,72,Indiana,58,,
Tue Feb 16 2010,Michigan,80,Iowa,78,OT,
Wed Feb 17 2010,Penn State,81,Northwestern,70,,
Wed Feb 17 2010,Purdue,60,Ohio State,57,,
Thu Feb 18 2010,Wisconsin,52,Minnesota,68,,
Sat Feb 20 2010,Penn State,55,Michigan,51,,
Sat Feb 20 2010,Indiana,58,Minnesota,81,,
Sat Feb 20 2010,Illinois,65,Purdue,75,,
Sun Feb 21 2010,Ohio State,74,Michigan State,67,,
Sun Feb 21 2010,Northwestern,63,Wisconsin,70,,
Tue Feb 23 2010,Illinois,51,Michigan,44,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Feb 24 2010,Purdue,59,Minnesota,58,,
Wed Feb 24 2010,Ohio State,75,Penn State,67,,
Thu Feb 25 2010,Wisconsin,78,Indiana,46,,
Thu Feb 25 2010,Iowa,57,Northwestern,74,,
Sat Feb 27 2010,Minnesota,62,Illinois,60,,
Sat Feb 27 2010,Michigan,55,Ohio State,66,,
Sun Feb 28 2010,Indiana,57,Iowa,73,,
Sun Feb 28 2010,Northwestern,60,Penn State,79,,
Sun Feb 28 2010,Michigan State,53,Purdue,44,,
Tue Mar 2 2010,Minnesota,55,Michigan,83,,
Tue Mar 2 2010,Illinois,57,Ohio State,73,,
Wed Mar 3 2010,Indiana,55,Purdue,74,,
Wed Mar 3 2010,Iowa,40,Wisconsin,67,,
Thu Mar 4 2010,Penn State,65,Michigan State,67,,
Sat Mar 6 2010,Northwestern,80,Indiana,88,OT,
Sat Mar 6 2010,Purdue,64,Penn State,60,,
Sun Mar 7 2010,Wisconsin,72,Illinois,57,,
Sun Mar 7 2010,Michigan,48,Michigan State,64,,
Sun Mar 7 2010,Iowa,53,Minnesota,88,,
Thu Mar 11 2010,Northwestern,73,Indiana,58,,BG10 First Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 11 2010,Michigan,59,Iowa,52,,BG10 First Round
Thu Mar 11 2010,Minnesota,76,Penn State,55,,BG10 First Round
Fri Mar 12 2010,Ohio State,69,Michigan,68,,BG10 Quarterfinal
Fri Mar 12 2010,Minnesota,72,Michigan State,67,OT,BG10 Quarterfinal
Fri Mar 12 2010,Northwestern,61,Purdue,69,,BG10 Quarterfinal
Fri Mar 12 2010,Illinois,58,Wisconsin,54,,BG10 Quarterfinal
Sat Mar 13 2010,Ohio State,88,Illinois,81,2OT,BG10 Semifinal
Sat Mar 13 2010,Minnesota,69,Purdue,42,,BG10 Semifinal
Sun Mar 14 2010,Ohio State,90,Minnesota,61,,BG10 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Dec 26 2009,West Virginia,90,Seton Hall,84,OT,
Mon Dec 28 2009,DePaul,52,Pittsburgh,65,,
Tue Dec 29 2009,Syracuse,80,Seton Hall,73,,
Tue Dec 29 2009,Marquette,62,West Virginia,63,,
Wed Dec 30 2009,Connecticut,69,Cincinnati,71,,
Wed Dec 30 2009,South Florida,52,Louisville,73,,
Wed Dec 30 2009,Providence,78,Notre Dame,93,,
Thu Dec 31 2009,St. John's (NY),59,Georgetown,66,,
Sat Jan 2 2010,Notre Dame,70,Connecticut,82,,
Sat Jan 2 2010,Villanova,74,Marquette,72,,
Sat Jan 2 2010,Cincinnati,65,Rutgers,58,,
Sat Jan 2 2010,Pittsburgh,82,Syracuse,72,,
Sun Jan 3 2010,Georgetown,67,DePaul,50,,
Sun Jan 3 2010,Providence,74,St. John's (NY),59,,
Mon Jan 4 2010,Pittsburgh,74,Cincinnati,71,,
Tue Jan 5 2010,Notre Dame,74,South Florida,73,,
Wed Jan 6 2010,Seton Hall,63,Connecticut,71,,
Wed Jan 6 2010,Georgetown,59,Marquette,62,,
Wed Jan 6 2010,Louisville,92,Providence,70,,
Wed Jan 6 2010,DePaul,72,Villanova,99,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 6 2010,Rutgers,52,West Virginia,86,,
Sat Jan 9 2010,Connecticut,69,Georgetown,72,,
Sat Jan 9 2010,St. John's (NY),68,Louisville,75,,
Sat Jan 9 2010,West Virginia,68,Notre Dame,70,,
Sat Jan 9 2010,Rutgers,81,Providence,94,,
Sat Jan 9 2010,Cincinnati,76,Seton Hall,83,,
Sat Jan 9 2010,Marquette,76,Villanova,78,,
Sun Jan 10 2010,South Florida,65,Syracuse,82,,
Mon Jan 11 2010,Villanova,92,Louisville,84,,
Wed Jan 13 2010,Pittsburgh,67,Connecticut,57,,
Wed Jan 13 2010,Syracuse,81,Rutgers,65,,
Wed Jan 13 2010,West Virginia,69,South Florida,50,,
Wed Jan 13 2010,Cincinnati,50,St. John's (NY),52,,
Thu Jan 14 2010,Providence,79,DePaul,62,,
Thu Jan 14 2010,Seton Hall,73,Georgetown,85,,
Sat Jan 16 2010,Notre Dame,58,Cincinnati,60,,
Sat Jan 16 2010,Louisville,77,Pittsburgh,82,OT,
Sat Jan 16 2010,Rutgers,64,South Florida,73,,
Sat Jan 16 2010,Syracuse,72,West Virginia,71,,
Sun Jan 17 2010,Providence,63,Marquette,93,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Jan 17 2010,DePaul,47,St. John's (NY),67,,
Sun Jan 17 2010,Georgetown,77,Villanova,82,,
Mon Jan 18 2010,Syracuse,84,Notre Dame,71,,
Wed Jan 20 2010,South Florida,70,Cincinnati,78,,
Wed Jan 20 2010,St. John's (NY),59,Connecticut,75,,
Wed Jan 20 2010,Marquette,50,DePaul,51,,
Wed Jan 20 2010,Georgetown,74,Pittsburgh,66,,
Wed Jan 20 2010,Villanova,94,Rutgers,68,,
Thu Jan 21 2010,Louisville,77,Seton Hall,80,,
Sat Jan 23 2010,Rutgers,63,Georgetown,88,,
Sat Jan 23 2010,DePaul,77,Notre Dame,87,,
Sat Jan 23 2010,South Florida,109,Providence,105,OT,
Sat Jan 23 2010,Villanova,81,St. John's (NY),71,,
Sat Jan 23 2010,Marquette,71,Syracuse,76,,
Sun Jan 24 2010,Cincinnati,60,Louisville,68,,
Sun Jan 24 2010,Pittsburgh,61,Seton Hall,64,,
Mon Jan 25 2010,Georgetown,56,Syracuse,73,,
Tue Jan 26 2010,West Virginia,62,DePaul,46,,
Tue Jan 26 2010,Rutgers,59,Marquette,82,,
Wed Jan 27 2010,Connecticut,66,Providence,81,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 27 2010,Notre Dame,72,Villanova,90,,
Thu Jan 28 2010,St. John's (NY),53,Pittsburgh,63,,
Thu Jan 28 2010,Seton Hall,74,South Florida,76,OT,
Sat Jan 30 2010,Providence,88,Cincinnati,92,,
Sat Jan 30 2010,Marquette,70,Connecticut,68,,
Sat Jan 30 2010,Syracuse,59,DePaul,57,,
Sat Jan 30 2010,Notre Dame,73,Rutgers,74,,
Sat Jan 30 2010,Louisville,74,West Virginia,77,,
Sun Jan 31 2010,Pittsburgh,61,South Florida,70,,
Mon Feb 1 2010,Connecticut,69,Louisville,82,,
Tue Feb 2 2010,St. John's (NY),72,Rutgers,84,,
Tue Feb 2 2010,Providence,68,Syracuse,85,,
Tue Feb 2 2010,Seton Hall,71,Villanova,81,,
Wed Feb 3 2010,South Florida,72,Georgetown,64,,
Wed Feb 3 2010,DePaul,69,Marquette,80,,
Wed Feb 3 2010,Pittsburgh,51,West Virginia,70,,
Thu Feb 4 2010,Cincinnati,65,Notre Dame,83,,
Sat Feb 6 2010,DePaul,57,Connecticut,64,,
Sat Feb 6 2010,Villanova,90,Georgetown,103,,
Sat Feb 6 2010,Rutgers,60,Louisville,76,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 6 2010,Seton Hall,58,Pittsburgh,83,,
Sat Feb 6 2010,Marquette,82,Providence,79,,
Sat Feb 6 2010,West Virginia,79,St. John's (NY),60,,
Sun Feb 7 2010,Syracuse,71,Cincinnati,54,,
Sun Feb 7 2010,South Florida,62,Notre Dame,65,,
Mon Feb 8 2010,Villanova,82,West Virginia,75,,
Tue Feb 9 2010,Georgetown,79,Providence,70,,
Wed Feb 10 2010,Connecticut,67,Syracuse,72,,
Thu Feb 11 2010,Notre Dame,87,Seton Hall,90,,
Thu Feb 11 2010,Louisville,55,St. John's (NY),74,,
Fri Feb 12 2010,West Virginia,95,Pittsburgh,98,3OT,
Sat Feb 13 2010,Cincinnati,60,Connecticut,48,,
Sat Feb 13 2010,South Florida,52,Marquette,63,,
Sat Feb 13 2010,Providence,81,Villanova,92,,
Sun Feb 14 2010,St. John's (NY),69,Notre Dame,68,,
Sun Feb 14 2010,Georgetown,68,Rutgers,71,,
Sun Feb 14 2010,DePaul,71,Seton Hall,79,,
Sun Feb 14 2010,Louisville,66,Syracuse,60,,
Mon Feb 15 2010,Connecticut,84,Villanova,75,,
Tue Feb 16 2010,Rutgers,68,DePaul,64,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 16 2010,Cincinnati,57,South Florida,65,,
Wed Feb 17 2010,Notre Dame,89,Louisville,91,2OT,
Wed Feb 17 2010,West Virginia,88,Providence,74,,
Wed Feb 17 2010,Seton Hall,59,St. John's (NY),50,,
Thu Feb 18 2010,Syracuse,75,Georgetown,71,,
Thu Feb 18 2010,Pittsburgh,58,Marquette,51,,
Sat Feb 20 2010,Louisville,68,DePaul,59,,
Sat Feb 20 2010,Connecticut,76,Rutgers,58,,
Sat Feb 20 2010,St. John's (NY),74,South Florida,58,,
Sat Feb 20 2010,Seton Hall,63,West Virginia,75,,
Sun Feb 21 2010,Marquette,79,Cincinnati,76,OT,
Sun Feb 21 2010,Villanova,65,Pittsburgh,70,,
Mon Feb 22 2010,West Virginia,62,Connecticut,73,,
Tue Feb 23 2010,Georgetown,70,Louisville,60,,
Tue Feb 23 2010,Syracuse,99,Providence,85,,
Tue Feb 23 2010,Rutgers,70,Seton Hall,76,,
Wed Feb 24 2010,DePaul,69,Cincinnati,74,,
Wed Feb 24 2010,Pittsburgh,53,Notre Dame,68,,
Wed Feb 24 2010,Marquette,63,St. John's (NY),61,OT,
Wed Feb 24 2010,South Florida,49,Villanova,74,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 27 2010,Notre Dame,78,Georgetown,64,,
Sat Feb 27 2010,DePaul,62,Rutgers,71,,
Sat Feb 27 2010,Providence,93,South Florida,99,,
Sat Feb 27 2010,Pittsburgh,71,St. John's (NY),64,,
Sat Feb 27 2010,Villanova,77,Syracuse,95,,
Sat Feb 27 2010,Cincinnati,68,West Virginia,74,,
Sun Feb 28 2010,Louisville,78,Connecticut,76,,
Sun Feb 28 2010,Marquette,84,Seton Hall,83,OT,
Mon Mar 1 2010,Georgetown,68,West Virginia,81,,
Tue Mar 2 2010,Villanova,77,Cincinnati,73,,
Tue Mar 2 2010,South Florida,63,DePaul,59,,
Tue Mar 2 2010,Louisville,48,Marquette,69,,
Tue Mar 2 2010,St. John's (NY),66,Syracuse,85,,
Wed Mar 3 2010,Connecticut,50,Notre Dame,58,,
Thu Mar 4 2010,Providence,71,Pittsburgh,73,,
Thu Mar 4 2010,Seton Hall,85,Rutgers,74,,
Fri Mar 5 2010,St. John's (NY),90,DePaul,82,3OT,
Sat Mar 6 2010,Cincinnati,47,Georgetown,74,,
Sat Mar 6 2010,Syracuse,68,Louisville,78,,
Sat Mar 6 2010,Notre Dame,63,Marquette,60,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Mar 6 2010,Rutgers,54,Pittsburgh,83,,
Sat Mar 6 2010,Seton Hall,92,Providence,80,,
Sat Mar 6 2010,Connecticut,68,South Florida,75,,
Sat Mar 6 2010,West Virginia,68,Villanova,66,OT,
Tue Mar 9 2010,St. John's (NY),73,Connecticut,51,,BIGE First Round
Tue Mar 9 2010,South Florida,58,DePaul,49,,BIGE First Round
Tue Mar 9 2010,Seton Hall,109,Providence,106,,BIGE First Round
Tue Mar 9 2010,Cincinnati,69,Rutgers,68,,BIGE First Round
Wed Mar 10 2010,Cincinnati,69,Louisville,66,,BIGE Second Round
Wed Mar 10 2010,Notre Dame,68,Seton Hall,56,,BIGE Second Round
Wed Mar 10 2010,Georgetown,69,South Florida,49,,BIGE Second Round
Wed Mar 10 2010,Marquette,57,St. John's (NY),55,,BIGE Second Round
Thu Mar 11 2010,West Virginia,54,Cincinnati,51,,BIGE Quarterfinal
Thu Mar 11 2010,Notre Dame,50,Pittsburgh,45,,BIGE Quarterfinal
Thu Mar 11 2010,Georgetown,91,Syracuse,84,,BIGE Quarterfinal
Thu Mar 11 2010,Marquette,80,Villanova,76,,BIGE Quarterfinal
Fri Mar 12 2010,Georgetown,80,Marquette,57,,BIGE Semifinal
Fri Mar 12 2010,West Virginia,53,Notre Dame,51,,BIGE Semifinal
Sat Mar 13 2010,West Virginia,60,Georgetown,58,,BIGE Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Mon Dec 29 2008,Georgetown,74,Connecticut,63,,
Tue Dec 30 2008,Seton Hall,76,Syracuse,100,,
Wed Dec 31 2008,Notre Dame,92,DePaul,82,,
Wed Dec 31 2008,St. John's (NY),54,Providence,75,,
Wed Dec 31 2008,Pittsburgh,78,Rutgers,72,,
Thu Jan 1 2009,Villanova,72,Marquette,79,,
Fri Jan 2 2009,Syracuse,59,South Florida,54,,
Sat Jan 3 2009,Rutgers,49,Connecticut,80,,
Sat Jan 3 2009,Pittsburgh,70,Georgetown,54,,
Sat Jan 3 2009,DePaul,54,Providence,62,,
Sat Jan 3 2009,West Virginia,92,Seton Hall,66,,
Sat Jan 3 2009,Notre Dame,65,St. John's (NY),71,,
Sun Jan 4 2009,Cincinnati,50,Marquette,84,,
Mon Jan 5 2009,Georgetown,67,Notre Dame,73,,
Tue Jan 6 2009,Villanova,89,Seton Hall,85,OT,
Tue Jan 6 2009,Connecticut,61,West Virginia,55,,
Wed Jan 7 2009,Providence,87,Cincinnati,79,,
Wed Jan 7 2009,Marquette,81,Rutgers,76,,
Wed Jan 7 2009,Louisville,71,South Florida,57,,
Wed Jan 7 2009,DePaul,68,Syracuse,85,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 10 2009,Connecticut,81,Cincinnati,72,,
Sat Jan 10 2009,South Florida,80,DePaul,58,,
Sat Jan 10 2009,Providence,75,Georgetown,82,,
Sat Jan 10 2009,West Virginia,53,Marquette,75,,
Sat Jan 10 2009,Seton Hall,79,Notre Dame,88,,
Sat Jan 10 2009,Syracuse,82,Rutgers,66,,
Sat Jan 10 2009,Louisville,61,Villanova,60,,
Sun Jan 11 2009,St. John's (NY),67,Pittsburgh,90,,
Mon Jan 12 2009,Notre Dame,73,Louisville,87,OT,
Wed Jan 14 2009,Rutgers,59,Cincinnati,71,,
Wed Jan 14 2009,Syracuse,74,Georgetown,88,,
Wed Jan 14 2009,South Florida,62,Pittsburgh,75,,
Thu Jan 15 2009,Connecticut,67,St. John's (NY),55,,
Sat Jan 17 2009,Cincinnati,59,DePaul,55,,
Sat Jan 17 2009,Pittsburgh,63,Louisville,69,,
Sat Jan 17 2009,Marquette,91,Providence,82,,
Sat Jan 17 2009,Notre Dame,74,Syracuse,93,,
Sat Jan 17 2009,South Florida,59,West Virginia,62,,
Sun Jan 18 2009,Seton Hall,61,Connecticut,76,,
Sun Jan 18 2009,St. John's (NY),57,Villanova,76,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Mon Jan 19 2009,Syracuse,60,Pittsburgh,78,,
Mon Jan 19 2009,Cincinnati,63,Providence,72,,
Tue Jan 20 2009,DePaul,61,South Florida,70,,
Wed Jan 21 2009,Villanova,83,Connecticut,89,,
Wed Jan 21 2009,Louisville,78,Rutgers,59,,
Thu Jan 22 2009,West Virginia,75,Georgetown,58,,
Thu Jan 22 2009,Providence,98,Seton Hall,93,OT,
Thu Jan 22 2009,Cincinnati,71,St. John's (NY),60,,
Sat Jan 24 2009,DePaul,70,Marquette,79,,
Sat Jan 24 2009,Connecticut,69,Notre Dame,61,,
Sat Jan 24 2009,Villanova,70,South Florida,61,,
Sat Jan 24 2009,Rutgers,59,St. John's (NY),70,,
Sun Jan 25 2009,Georgetown,60,Seton Hall,65,,
Sun Jan 25 2009,Louisville,67,Syracuse,57,,
Sun Jan 25 2009,Pittsburgh,79,West Virginia,67,,
Mon Jan 26 2009,Marquette,71,Notre Dame,64,,
Wed Jan 28 2009,Georgetown,57,Cincinnati,65,,
Wed Jan 28 2009,Connecticut,71,DePaul,49,,
Wed Jan 28 2009,South Florida,54,Louisville,80,,
Wed Jan 28 2009,Syracuse,94,Providence,100,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 28 2009,Pittsburgh,57,Villanova,67,,Last NCAA game at Spectrum
Wed Jan 28 2009,St. John's (NY),52,West Virginia,75,,
Thu Jan 29 2009,Rutgers,67,Seton Hall,70,,
Sat Jan 31 2009,Providence,61,Connecticut,94,,
Sat Jan 31 2009,West Virginia,63,Louisville,69,,
Sat Jan 31 2009,Georgetown,82,Marquette,94,,
Sat Jan 31 2009,Notre Dame,80,Pittsburgh,93,,
Sat Jan 31 2009,DePaul,56,Rutgers,75,,
Sun Feb 1 2009,South Florida,48,St. John's (NY),65,,
Sun Feb 1 2009,Cincinnati,50,Villanova,71,,
Mon Feb 2 2009,Connecticut,68,Louisville,51,,
Tue Feb 3 2009,Marquette,76,DePaul,61,,
Tue Feb 3 2009,Rutgers,47,Georgetown,57,,
Wed Feb 4 2009,Notre Dame,83,Cincinnati,93,,
Wed Feb 4 2009,Villanova,94,Providence,91,,
Wed Feb 4 2009,West Virginia,61,Syracuse,74,,
Thu Feb 5 2009,St. John's (NY),81,Seton Hall,91,,
Fri Feb 6 2009,Marquette,56,South Florida,57,,
Sat Feb 7 2009,Pittsburgh,92,DePaul,69,,
Sat Feb 7 2009,Cincinnati,64,Georgetown,62,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 7 2009,Syracuse,85,Villanova,102,,
Sat Feb 7 2009,Providence,59,West Virginia,86,,
Sun Feb 8 2009,Seton Hall,65,Rutgers,60,,
Sun Feb 8 2009,Louisville,60,St. John's (NY),47,,
Mon Feb 9 2009,West Virginia,59,Pittsburgh,70,,
Tue Feb 10 2009,Seton Hall,72,DePaul,49,,
Tue Feb 10 2009,Providence,77,South Florida,62,,
Tue Feb 10 2009,Marquette,84,Villanova,102,,
Wed Feb 11 2009,St. John's (NY),61,Cincinnati,71,,
Wed Feb 11 2009,Syracuse,49,Connecticut,63,,
Thu Feb 12 2009,Louisville,57,Notre Dame,90,,
Fri Feb 13 2009,Villanova,72,West Virginia,93,,
Sat Feb 14 2009,St. John's (NY),59,Marquette,73,,
Sat Feb 14 2009,Cincinnati,69,Pittsburgh,85,,
Sat Feb 14 2009,Rutgers,68,Providence,78,,
Sat Feb 14 2009,Connecticut,62,Seton Hall,54,,
Sat Feb 14 2009,Georgetown,94,Syracuse,98,OT,
Sun Feb 15 2009,DePaul,54,Louisville,99,,
Sun Feb 15 2009,South Florida,57,Notre Dame,67,,
Mon Feb 16 2009,Pittsburgh,76,Connecticut,68,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 17 2009,Seton Hall,67,Marquette,79,,
Wed Feb 18 2009,Providence,76,Louisville,94,,
Wed Feb 18 2009,Georgetown,65,South Florida,40,,
Wed Feb 18 2009,Notre Dame,68,West Virginia,79,,
Thu Feb 19 2009,Rutgers,72,Villanova,82,,
Sat Feb 21 2009,Louisville,72,Cincinnati,63,,
Sat Feb 21 2009,South Florida,50,Connecticut,64,,
Sat Feb 21 2009,Marquette,78,Georgetown,72,,
Sat Feb 21 2009,DePaul,61,Pittsburgh,80,,
Sat Feb 21 2009,Notre Dame,103,Providence,84,,
Sun Feb 22 2009,West Virginia,74,Rutgers,56,,
Sun Feb 22 2009,Seton Hall,65,St. John's (NY),70,,
Sun Feb 22 2009,Villanova,89,Syracuse,86,,
Mon Feb 23 2009,Louisville,76,Georgetown,58,,
Tue Feb 24 2009,Pittsburgh,73,Providence,81,,
Tue Feb 24 2009,Syracuse,87,St. John's (NY),58,,
Wed Feb 25 2009,Villanova,74,DePaul,72,,
Wed Feb 25 2009,Connecticut,93,Marquette,82,,
Wed Feb 25 2009,Rutgers,65,Notre Dame,70,,
Wed Feb 25 2009,South Florida,60,Seton Hall,75,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Feb 26 2009,West Virginia,61,Cincinnati,65,,
Sat Feb 28 2009,Notre Dame,65,Connecticut,72,,
Sat Feb 28 2009,St. John's (NY),84,DePaul,63,,
Sat Feb 28 2009,Pittsburgh,89,Seton Hall,78,,
Sat Feb 28 2009,Georgetown,56,Villanova,54,,
Sun Mar 1 2009,Marquette,58,Louisville,62,,
Sun Mar 1 2009,Providence,73,Rutgers,66,,
Sun Mar 1 2009,West Virginia,64,South Florida,50,,
Sun Mar 1 2009,Cincinnati,63,Syracuse,87,,
Mon Mar 2 2009,Villanova,77,Notre Dame,60,,
Tue Mar 3 2009,Cincinnati,59,South Florida,70,,
Tue Mar 3 2009,Georgetown,56,St. John's (NY),59,OT,
Tue Mar 3 2009,Rutgers,40,Syracuse,70,,
Wed Mar 4 2009,Seton Hall,78,Louisville,95,,
Wed Mar 4 2009,Marquette,75,Pittsburgh,90,,
Wed Mar 4 2009,DePaul,63,West Virginia,82,,
Thu Mar 5 2009,Providence,80,Villanova,97,,
Fri Mar 6 2009,St. John's (NY),55,Notre Dame,74,,
Sat Mar 7 2009,Seton Hall,67,Cincinnati,63,OT,
Sat Mar 7 2009,DePaul,40,Georgetown,48,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Mar 7 2009,Syracuse,86,Marquette,79,OT,
Sat Mar 7 2009,Connecticut,60,Pittsburgh,70,,
Sat Mar 7 2009,South Florida,42,Rutgers,45,,
Sat Mar 7 2009,Louisville,62,West Virginia,59,,
Tue Mar 10 2009,DePaul,67,Cincinnati,57,,BIGE First Round
Tue Mar 10 2009,St. John's (NY),64,Georgetown,59,,BIGE First Round
Tue Mar 10 2009,Notre Dame,61,Rutgers,50,,BIGE First Round
Tue Mar 10 2009,Seton Hall,68,South Florida,54,,BIGE First Round
Wed Mar 11 2009,Providence,83,DePaul,74,,BIGE Second Round
Wed Mar 11 2009,West Virginia,74,Notre Dame,62,,BIGE Second Round
Wed Mar 11 2009,Syracuse,89,Seton Hall,74,,BIGE Second Round
Wed Mar 11 2009,Marquette,74,St. John's (NY),45,,BIGE Second Round
Thu Mar 12 2009,Syracuse,127,Connecticut,117,6OT,BIGE Quarterfinal
Thu Mar 12 2009,Villanova,76,Marquette,75,,BIGE Quarterfinal
Thu Mar 12 2009,West Virginia,74,Pittsburgh,60,,BIGE Quarterfinal
Thu Mar 12 2009,Louisville,73,Providence,55,,BIGE Quarterfinal
Fri Mar 13 2009,Louisville,69,Villanova,55,,BIGE Semifinal
Fri Mar 13 2009,Syracuse,74,West Virginia,69,OT,BIGE Semifinal
Sat Mar 14 2009,Louisville,76,Syracuse,66,,BIGE Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 10 2009,Texas Tech,61,Baylor,73,,
Sat Jan 10 2009,Oklahoma,61,Kansas State,53,,
Sat Jan 10 2009,Missouri,51,Nebraska,56,,
Sat Jan 10 2009,Texas A&M,61,Oklahoma State,72,,
Sat Jan 10 2009,Iowa State,67,Texas,75,,
Mon Jan 12 2009,Texas,63,Oklahoma,78,,
